"ZIPCODE","state","Total.population","TRI"
17033,"PA",1.7491,3.6742211966
17034,"PA",0.2438,3.0251358696
17036,"PA",2.1663,5.1218087575
17048,"PA",0.3876,11.6499664879
17057,"PA",2.2161,3.6183756706
17061,"PA",0.6829,7.5921250537
17080,"PA",0.0267,7.9065217391
17097,"PA",0.0793,16.1506364922
17098,"PA",0.2353,15.2558772312
17101,"PA",0.1942,1.2171052632
17102,"PA",0.8257,1.1063624679
17103,"PA",1.085,3.5245859213
17104,"PA",2.1133,2.5338607595
17109,"PA",2.3544,3.7176030491
17110,"PA",2.4483,4.5289841623
17111,"PA",3.2059,5.0970110574
17112,"PA",3.36,9.9150576769
17113,"PA",1.1048,3.7738549618
19008,"PA",2.0517,4.9123525557
19010,"PA",2.0642,4.6322078907
19013,"PA",3.5589,2.3556661562
19014,"PA",2.1422,4.4018957346
19015,"PA",1.6336,3.8218954248
19017,"PA",0.0327,6.2906403941
19018,"PA",2.3666,3.1023622047
19022,"PA",0.3977,1.4880136986
19023,"PA",2.2615,2.8149141631
19026,"PA",3.1198,3.4573964497
19029,"PA",0.4006,0.8230223124
19032,"PA",0.6615,2.1572745902
19033,"PA",0.83,1.6677884615
19036,"PA",1.2852,2.0766806723
19043,"PA",0.2435,1.2252747253
19050,"PA",2.7941,2.610380117
19061,"PA",1.9706,2.7906288917
19063,"PA",3.5875,6.1147075005
19064,"PA",2.4787,4.4579301075
19070,"PA",0.6885,1.8095238095
19073,"PA",1.8508,5.814213198
19074,"PA",0.5897,2.1888157895
19076,"PA",0.6591,1.984375
19078,"PA",1.0793,2.41507431
19079,"PA",0.9265,1.9000533049
19081,"PA",0.9934,3.5690726577
19082,"PA",4.0251,3.3841761827
19083,"PA",3.6292,3.5155046225
19085,"PA",0.8734,5.2267174221
19086,"PA",1.1376,3.8647222222
19087,"PA",3.2659,5.2815173797
19094,"PA",0.4846,3.4311497326
19113,"PA",0.0097,0.6558988764
19317,"PA",0.9572,5.7494770916
19319,"PA",0.0976,6.0316780822
19342,"PA",1.8736,5.7555445762
19373,"PA",0.4858,4.4930555556
15821,"PA",0.017,15.14106455
15823,"PA",0.1521,10.0505719787
15827,"PA",0.0324,12.4622986823
15841,"PA",0.0398,17.103578629
15845,"PA",0.3109,8.6776508592
15846,"PA",0.3749,10.3865763826
15853,"PA",0.627,9.1026207059
15857,"PA",1.3054,11.0012982815
15868,"PA",0.141,14.9993807776
15870,"PA",0.1283,10.3077000645
16728,"PA",0.004,7.1379504505
16734,"PA",0.0264,5.3157216495
16401,"PA",0.6636,2.0822718008
16407,"PA",1.1078,4.6459442259
16410,"PA",0.1743,1.8719904429
16411,"PA",0.155,1.6236772487
16412,"PA",1.075,2.7202445442
16415,"PA",0.9187,2.5812466702
16417,"PA",0.8337,3.2785720629
16421,"PA",0.2468,2.2796270988
16423,"PA",0.4343,2.2905389908
16426,"PA",0.4171,3.2983379079
16427,"PA",0.0248,2.2723880597
16428,"PA",1.264,3.3930728871
16438,"PA",0.808,3.9202495701
16441,"PA",0.9658,3.6656591192
16442,"PA",0.2932,4.0548998276
16443,"PA",0.131,1.962147565
16444,"PA",0.1296,1.3333333333
16501,"PA",0.2163,1.4608433735
16502,"PA",1.6416,1.6741435563
16503,"PA",1.599,1.4775042445
16504,"PA",1.7135,3.0042974589
16505,"PA",1.662,1.691588785
16506,"PA",2.3917,3.4016138585
16507,"PA",1.0215,2.7201086957
16508,"PA",1.6499,2.1423048601
16509,"PA",2.7276,3.4203569876
16510,"PA",2.6055,3.9690420561
16511,"PA",1.1878,2.0030940594
16546,"PA",0.1117,4.15625
16563,"PA",0.1642,9.7614678899
15012,"PA",1.5786,9.3186840784
15401,"PA",3.1749,7.0267260988
15410,"PA",0.0868,10.7339236249
15413,"PA",0.0535,10.6548295455
15417,"PA",0.8548,10.0072019395
15420,"PA",0.0397,9.5023584906
15421,"PA",0.0102,9.6796875
15422,"PA",0.0179,8.6306818182
15425,"PA",1.9406,12.2738829261
15428,"PA",0.1836,10.3003419065
15430,"PA",0.0184,14.8291666667
15431,"PA",0.4199,14.3925054466
15433,"PA",0.0805,9.3793358714
15435,"PA",0.0642,8.883490566
15436,"PA",0.256,14.4328689528
15437,"PA",0.2424,10.9367542133
15438,"PA",0.2096,10.4868818926
15440,"PA",0.0292,9.0720897616
15442,"PA",0.1774,10.0948889522
15443,"PA",0.0299,10.6879795396
15444,"PA",0.0337,9.5154109589
15445,"PA",0.2409,14.9955183364
15446,"PA",0.0229,15.6600433526
15447,"PA",0.0116,13.8333333333
15449,"PA",0.0364,6.8581081081
15450,"PA",0.2214,8.3521919431
15451,"PA",0.1042,9.2917887029
15454,"PA",0.0377,10.3803630363
15455,"PA",0.0391,10.1154891304
15456,"PA",0.2691,9.1085249579
15458,"PA",0.2728,8.9946188648
15459,"PA",0.1436,10.576844003
15460,"PA",0.0097,10.4925847458
15461,"PA",0.4122,8.8335157183
15462,"PA",0.0337,13.6027190332
15464,"PA",0.1598,14.8504051192
15466,"PA",0.0463,8.224609375
15467,"PA",0.0144,10.5648496241
15468,"PA",0.2339,9.2059919115
15469,"PA",0.2523,12.065949956
15470,"PA",0.1154,11.3675677498
15472,"PA",0.0442,5.2523584906
15473,"PA",0.4249,10.5898963259
15474,"PA",0.1972,10.6756578947
15475,"PA",0.1344,8.992
15476,"PA",0.0062,11.9305555556
15478,"PA",0.6687,10.4404367573
15480,"PA",0.1985,10.8868977326
15482,"PA",0.0544,12.2270220588
15484,"PA",0.0498,5.6930272109
15486,"PA",0.2038,10.1293869151
15489,"PA",0.0327,9.1301136364
15490,"PA",0.0763,11.2129835482
15492,"PA",0.0136,15.2408940397
15631,"PA",0.1194,5.2657967033
15828,"PA",0.0281,8.1740977113
16217,"PA",0.0124,12.4125829035
16239,"PA",0.4785,7.3472743464
16321,"PA",0.0076,19.5351170569
16322,"PA",0.0153,16.0777449618
16353,"PA",0.2876,9.8126825775
16370,"PA",0.022,12.7183884961
17201,"PA",2.5258,2.5595588235
17210,"PA",0.0144,18.0089444642
17214,"PA",0.1392,9.2520096463
17217,"PA",0.0148,14.6782786885
17219,"PA",0.0403,12.7059617272
17220,"PA",0.0337,8.3955272609
17221,"PA",0.0532,11.5243012741
17222,"PA",1.0693,9.9165125471
17224,"PA",0.2162,14.5010952103
17225,"PA",1.9724,3.1244278123
17235,"PA",0.0712,1.3262867647
17236,"PA",0.8285,8.7480249767
17237,"PA",0.2106,10.8666180758
17244,"PA",0.2513,9.1062232642
17246,"PA",0.0131,2.388962766
17247,"PA",0.0379,4.6796875
17250,"PA",0.0122,1.7053540101
17251,"PA",0.0171,18.7711864407
17252,"PA",0.3481,6.9983626137
17254,"PA",4e-04,2.8673780488
17256,"PA",0.0045,1.8913043478
17261,"PA",0.0264,11.7331687612
17262,"PA",0.1773,13.6833240755
17263,"PA",0.0437,1.8227848101
17265,"PA",0.0629,15.2342096375
17268,"PA",2.8153,6.3936476077
17270,"PA",0.0167,3.6052631579
17271,"PA",0.027,10.5331694099
17272,"PA",0.029,3.2053571429
15536,"PA",0.0483,11.3286996222
16689,"PA",0.0583,11.011759491
16691,"PA",0.0292,12.2718967303
17212,"PA",0.0868,12.1555867285
17215,"PA",0.0233,11.9381290439
17223,"PA",0.0304,12.234534564
17228,"PA",0.122,8.3942494037
17229,"PA",0.1302,7.8093356918
17233,"PA",0.5047,11.0982648536
17238,"PA",0.1461,9.7727531174
17267,"PA",0.2708,10.6412567877
15310,"PA",0.0282,17.2201625923
15315,"PA",0.0821,12.2771565495
15316,"PA",0.0106,10.703125
15320,"PA",0.5201,9.7980010953
15322,"PA",0.2352,10.2848619033
15325,"PA",0.0505,11.512295082
15327,"PA",0.138,10.8719946809
15334,"PA",0.016,8.1448732719
15337,"PA",0.0669,14.7778393073
15338,"PA",0.1565,10.1551531411
15341,"PA",0.0931,16.7930816789
15344,"PA",0.1509,11.7880646126
15346,"PA",0.0553,8.835495283
15349,"PA",0.1771,15.6133136258
15351,"PA",0.0539,14.6080139373
15352,"PA",0.0822,18.0168060918
15353,"PA",0.0038,13.1583333333
15357,"PA",0.1731,7.2752403846
15359,"PA",0.015,8.9558823529
15362,"PA",0.0816,16.6703401024
15364,"PA",0.0755,14.9475681269
15370,"PA",1.5278,14.4452138596
15380,"PA",0.0595,16.3539123196
16611,"PA",0.2409,11.8073614004
16621,"PA",0.0619,9.1644155206
16622,"PA",0.0155,5.9199397936
16623,"PA",0.0492,9.6672981878
16634,"PA",0.0233,13.1441947566
16638,"PA",0.005,5.6693786982
16647,"PA",0.0631,11.1217685523
16652,"PA",1.8588,12.195410872
16657,"PA",0.1286,13.6566413847
16669,"PA",0.2277,12.9192930663
16674,"PA",0.0729,11.0935020778
16683,"PA",0.0441,14.4209063108
16685,"PA",0.0331,4.8980093677
16877,"PA",0.1633,6.4661065463
17052,"PA",0.1512,15.3134755326
17060,"PA",0.1265,16.1635571092
17066,"PA",0.5097,14.2828246753
17213,"PA",0.0593,12.6956800684
17239,"PA",0.0203,12.5279432793
17243,"PA",0.1725,17.3882039112
17249,"PA",0.0277,6.5599315068
17253,"PA",0.0315,7.8352272727
17255,"PA",0.1083,11.9270536731
17260,"PA",0.127,11.8481048435
17264,"PA",0.2275,10.975239272
15681,"PA",0.4849,9.971817394
15701,"PA",3.4835,9.904837366
15710,"PA",0.0315,5.8478954082
15712,"PA",0.012,12.3376963351
15713,"PA",0.0127,10.0467741935
15716,"PA",0.0757,8.4906914894
15717,"PA",1.1008,9.411017968
15723,"PA",0.0037,12.2273185484
15724,"PA",0.2152,7.5891309205
15725,"PA",0.1499,9.632270071
15727,"PA",0.013,9.744140625
15728,"PA",0.3326,9.1029484272
15729,"PA",0.1638,6.6359071636
15731,"PA",0.0562,4.4363636364
15732,"PA",0.1801,11.4579628567
15734,"PA",0.0227,11.8523065476
15739,"PA",0.0343,13.1690705128
15741,"PA",0.008,10.0641486811
15742,"PA",0.1027,10.9379711055
15745,"PA",0.0244,8.9977941176
15746,"PA",0.0124,8.6647099448
15747,"PA",0.1947,10.4352031618
15748,"PA",0.6665,8.5067979471
15750,"PA",0.0221,3.5290178571
15752,"PA",0.0079,6.6
15754,"PA",0.0326,4.6325757576
15756,"PA",0.0285,7.2806490385
15759,"PA",0.302,9.7750644805
15761,"PA",0.0081,6.8882653061
15765,"PA",0.1989,8.920545657
15771,"PA",0.0961,11.245964691
15772,"PA",0.1702,8.7063306558
15774,"PA",0.3354,10.1845548719
15777,"PA",0.0125,11.4792435424
15783,"PA",0.0082,8.3595959596
15920,"PA",0.1006,11.173580786
15929,"PA",0.0075,10.5607142857
15949,"PA",0.0603,13.6053030303
15957,"PA",0.0613,4.303930326
16211,"PA",0.0091,9.1385416667
16246,"PA",0.0212,11.184375
16256,"PA",0.209,10.0193113929
15711,"PA",0.0423,13.25
15715,"PA",0.0625,7.9543413174
15730,"PA",0.0067,10.2266414141
15733,"PA",0.0133,8.9805555556
15744,"PA",0.0152,10.9012172285
15764,"PA",0.0118,7.109375
15767,"PA",1.453,9.746408356
15770,"PA",0.0178,11.9629390496
15776,"PA",0.0066,12.1749040307
15778,"PA",0.0141,11.6403409091
15780,"PA",0.0151,7.6228885135
15781,"PA",0.0052,8.7615
15784,"PA",0.0069,9.8984375
15824,"PA",0.5215,8.032234957
15825,"PA",0.9682,8.6736421058
15829,"PA",0.1325,9.1572547281
15840,"PA",0.1982,6.0939739414
15847,"PA",0.0201,9.35874613
15851,"PA",0.6468,8.8817590232
15860,"PA",0.1007,7.8129211788
15863,"PA",0.0201,7.6405279503
15864,"PA",0.1721,9.2080183276
15865,"PA",0.1471,10.0502176617
17021,"PA",0.0857,13.3850388072
17035,"PA",0.0821,12.6504030803
17049,"PA",0.3246,11.5940048724
17056,"PA",0.0085,2.625
17058,"PA",0.182,14.7817224188
17059,"PA",0.7955,11.8264651781
17076,"PA",0.0036,1.3295454545
17082,"PA",0.3588,12.0722822942
17086,"PA",0.2252,12.1634136213
17094,"PA",0.2876,11.013399129
18403,"PA",0.7175,8.8915334621
18407,"PA",1.3811,8.3029406008
18411,"PA",2.1946,9.833086785
18414,"PA",0.5263,8.273504696
18420,"PA",0.0055,7.1697761194
18433,"PA",0.6642,8.400803691
18434,"PA",0.403,8.2537546934
18444,"PA",1.4297,7.9601301476
18447,"PA",1.0193,9.1807109439
18452,"PA",0.5024,7.0513297872
18471,"PA",0.0591,8.4583333333
18503,"PA",0.1152,4.1997863248
18504,"PA",2.0488,9.1604878049
18505,"PA",2.0274,8.9829927885
18507,"PA",0.485,10.6298861684
18508,"PA",1.2015,11.0690789474
18509,"PA",1.3548,3.7252928258
18510,"PA",1.4736,8.1905105973
18512,"PA",1.2125,7.5108513413
18517,"PA",0.5533,5.4118811881
18518,"PA",0.8265,6.4979101358
18519,"PA",0.4839,6.1332752613
18653,"PA",0.014,6.8383333333
17022,"PA",2.9351,3.778573635
17501,"PA",0.4512,5.5795454545
17502,"PA",0.2791,3.75716166
17505,"PA",0.2142,2.5871026895
17507,"PA",0.0054,1.625
17508,"PA",0.0314,3.6544117647
17509,"PA",0.4696,5.2640839253
17512,"PA",1.7874,5.2937259469
17516,"PA",0.4514,8.7189629259
17517,"PA",1.5889,5.7796708185
17518,"PA",0.1411,7.0338577686
17519,"PA",0.7032,4.5936664758
17520,"PA",0.4659,1.8083712984
17522,"PA",3.2804,3.3121134519
17527,"PA",0.6244,4.3938802083
17529,"PA",0.459,2.3934003259
17532,"PA",0.3258,7.9006278027
17535,"PA",0.1913,3.9477040816
17536,"PA",0.2785,5.4078290106
17538,"PA",0.6765,1.8014705882
17540,"PA",0.9349,2.4498430056
17543,"PA",4.2717,5.2452689091
17545,"PA",2.1937,4.0218206538
17547,"PA",0.6552,2.6108646617
17550,"PA",0.1023,1.7692307692
17551,"PA",1.1112,5.353407208
17552,"PA",1.9979,2.8060356114
17554,"PA",0.7275,4.4535322359
17555,"PA",0.7903,6.0495070594
17557,"PA",1.4406,3.8316734373
17560,"PA",0.5318,6.5971817941
17562,"PA",0.4507,4.2947519322
17563,"PA",0.3855,4.7639161956
17565,"PA",0.2387,9.2986708366
17566,"PA",1.224,5.0871729757
17569,"PA",0.5551,6.9299404299
17570,"PA",0.0204,1.7890625
17572,"PA",0.3468,3.0151579587
17576,"PA",0.0032,2.3828125
17578,"PA",0.7697,5.3874309392
17579,"PA",0.6258,5.4787079511
17581,"PA",0.0925,4.2450657895
17582,"PA",0.2106,3.3145919156
17584,"PA",0.8908,5.3386350279
17601,"PA",4.9879,3.1739310257
17602,"PA",5.3836,3.6421649146
17603,"PA",6.203,3.9408072067
17606,"PA",0.0539,2.5
19501,"PA",0.0912,10.4674586777
16101,"PA",3.3758,4.8360804786
16102,"PA",0.57,4.6849071342
16105,"PA",1.4864,4.2941813621
16112,"PA",0.1574,2.8563589898
16116,"PA",0.2845,5.1188582124
16117,"PA",1.7039,10.1679479932
16120,"PA",0.23,4.3820335323
16132,"PA",0.0301,3.3328025478
16140,"PA",0.0133,1.8190789474
16142,"PA",0.7575,3.5051618723
16143,"PA",0.3106,3.4185566597
16155,"PA",0.0076,1.7476851852
16156,"PA",0.289,3.4652329674
16157,"PA",0.3519,8.8839270885
16160,"PA",0.0899,5.8875786164
17003,"PA",1.1738,4.6774056898
17016,"PA",0.062,4.2729885057
17026,"PA",0.3878,6.9334562997
17038,"PA",0.8312,10.4457937865
17039,"PA",0.0022,1.9465517241
17041,"PA",0.0069,3.6937984496
17042,"PA",3.6945,3.9721963517
17046,"PA",3.0863,4.0126636707
17064,"PA",0.0381,6.6146209386
17067,"PA",1.4289,2.9070432297
17073,"PA",0.54,6.5734801438
17077,"PA",0.002,2.4898325556
17078,"PA",2.0849,3.8111384399
17083,"PA",0.0049,1.21875
17087,"PA",0.3164,3.3942706533
17088,"PA",0.0631,3.6550230947
18011,"PA",0.5622,6.7206334958
18018,"PA",3.3167,3.888
18031,"PA",0.7981,3.885510394
18032,"PA",0.9321,3.6893004115
18034,"PA",0.8529,6.1319392697
18036,"PA",1.2781,5.5799408113
18037,"PA",0.7322,5.8981271283
18046,"PA",0.0034,2.975
18049,"PA",1.74,6.703592603
18051,"PA",0.3913,6.4960799191
18052,"PA",2.7138,5.2825962794
18053,"PA",0.2705,6.9095360825
18059,"PA",0.1227,8.1902985075
18062,"PA",2.5091,5.7329850746
18066,"PA",0.5683,7.9456305974
18069,"PA",0.8053,7.498132622
18078,"PA",0.7246,7.3060781959
18079,"PA",0.0243,5.4952830189
18080,"PA",1.1589,9.2307364764
18087,"PA",0.0527,1.3701361868
18092,"PA",0.3397,8.2841551286
18101,"PA",0.493,3.0426829268
18102,"PA",4.8248,3.4893980848
18103,"PA",4.834,5.495412569
18104,"PA",4.307,3.6632745775
18105,"PA",0.0065,2.4375
18106,"PA",0.7206,3.3062373482
18109,"PA",1.656,3.5827473631
18201,"PA",2.7681,6.561721487
18202,"PA",1.1389,7.9936579116
18219,"PA",0.1388,5.3442408377
18221,"PA",0.0538,5.2281914894
18222,"PA",0.9233,9.2178929766
18223,"PA",0.0172,11.4699312715
18224,"PA",0.5599,8.1081781217
18225,"PA",0.0116,6.7613636364
18234,"PA",0.0509,5.075
18239,"PA",0.0424,4.2980769231
18246,"PA",0.0181,17.9128256513
18249,"PA",0.406,10.5261662482
18251,"PA",0.011,6.025
18256,"PA",0.038,18.3334960938
18602,"PA",0.0312,8.0175983437
18612,"PA",1.7489,7.8509311448
18617,"PA",0.1735,14.9262170385
18618,"PA",0.383,8.9496862394
18621,"PA",0.5962,9.9711600037
18622,"PA",0.0245,8.6305970149
18634,"PA",1.3797,11.8389636515
18635,"PA",0.4066,11.5843729571
18640,"PA",1.7109,7.842191601
18641,"PA",0.7174,5.6118990385
18642,"PA",0.4039,9.3461466865
18643,"PA",1.2569,10.7623179996
18644,"PA",0.7183,9.639740713
18651,"PA",0.8661,11.4069796531
18655,"PA",0.6369,11.7055649507
18656,"PA",0.2417,10.0892117422
18660,"PA",0.3179,8.8303767811
18661,"PA",0.5657,7.0170299516
18701,"PA",0.3422,1.0913461538
18702,"PA",4.0814,6.1355547337
18704,"PA",3.1097,5.4670734167
18705,"PA",1.4007,4.4826996198
18706,"PA",1.5973,11.4791373102
18707,"PA",1.6,6.8598516594
18708,"PA",1.0045,8.8696284125
18709,"PA",0.2911,8.8387305699
17701,"PA",4.4721,14.0206001566
17702,"PA",1.0641,15.5455787464
17723,"PA",0.0043,22.3841870824
17727,"PA",0.0065,18.78125
17728,"PA",0.5097,15.32469163
17737,"PA",0.597,13.2332913627
17739,"PA",0.0026,19.6180578512
17740,"PA",1.2839,14.0311018237
17742,"PA",0.0072,10.2573529412
17744,"PA",0.3047,11.1732200924
17752,"PA",0.4812,8.9251428072
17754,"PA",1.2117,12.7875034195
17756,"PA",1.2599,10.3859589294
17762,"PA",0.053,10.6064814815
17763,"PA",0.0403,15.6447531374
17771,"PA",0.3428,16.8232951813
17774,"PA",0.1289,12.9169191919
17776,"PA",0.0279,20.7441739048
16333,"PA",0.0209,9.9706968529
16701,"PA",1.7871,13.2678832895
16724,"PA",0.009,12.3514760148
16725,"PA",0.0066,11.213592233
16726,"PA",0.0496,7.2007867563
16727,"PA",0.0202,15.8847826087
16729,"PA",0.0773,15.8706651719
16730,"PA",0.0065,1.8357142857
16731,"PA",0.2803,13.6230943802
16732,"PA",0.0332,9.8045994994
16733,"PA",0.0228,10.6361030215
16735,"PA",0.6175,8.3119345912
16738,"PA",0.2522,9.6054776526
16740,"PA",0.11,7.8092156863
16743,"PA",0.3959,14.2176479118
16744,"PA",0.0552,9.4255916262
16745,"PA",0.0608,14.8248229594
16749,"PA",0.4171,12.3375282124
16750,"PA",0.0378,14.4119733448
16113,"PA",0.0382,3.5410353535
16114,"PA",0.055,3.3564871481
16121,"PA",0.4856,3.4519052045
16124,"PA",0.1796,3.1001572563
16125,"PA",1.7898,2.8578240989
16127,"PA",1.5989,2.5104148497
16130,"PA",0.1947,3.3083800374
16133,"PA",0.1515,2.5863050644
16134,"PA",0.4014,1.8636263339
16137,"PA",1.2881,3.4653425134
16145,"PA",0.2555,4.0388759464
16146,"PA",1.3865,3.514135255
16148,"PA",1.6678,2.9029631083
16150,"PA",0.7328,2.7951842062
16151,"PA",0.007,2.5
16153,"PA",0.2662,3.6375903614
16154,"PA",0.2947,3.143602276
16159,"PA",0.4595,3.4686535494
16161,"PA",0.0838,3.2003588517
16311,"PA",0.057,5.8933073654
17002,"PA",0.0726,11.9616791161
17004,"PA",0.5068,10.3471572703
17009,"PA",0.1986,8.3926553672
17029,"PA",0.0474,2.2003731343
17044,"PA",2.1088,14.1007408669
17051,"PA",0.4672,14.123357856
17063,"PA",0.3293,17.260378208
17075,"PA",0.0114,6.1846590909
17084,"PA",0.4346,11.4205101097
17099,"PA",0.1248,14.331861413
17841,"PA",0.4908,13.4352689291
18058,"PA",0.9537,9.9539670356
18301,"PA",2.9608,7.4335550339
18302,"PA",1.6967,7.2630435506
18321,"PA",0.1626,5.9199010654
18322,"PA",0.2614,5.6259107468
18323,"PA",0.0083,8.8789772727
18325,"PA",0.2563,6.4978469015
18326,"PA",0.4941,7.245606576
18327,"PA",0.0601,14.7413522013
18330,"PA",0.9015,7.7649884704
18331,"PA",0.0896,3.9312422744
18332,"PA",0.3305,8.4851630927
18333,"PA",0.0396,5.0250994036
18334,"PA",0.4696,2.2779024251
18335,"PA",0.0615,7.5981308411
18342,"PA",0.0385,4.4353448276
18344,"PA",0.3345,6.9497607656
18346,"PA",0.2699,2.0336314848
18347,"PA",0.2159,3.5051148999
18349,"PA",0.0203,9.1127232143
18350,"PA",0.1753,2.9306527343
18352,"PA",0.1326,5.0292105263
18353,"PA",1.1939,10.4051647174
18354,"PA",0.0701,7.213125
18355,"PA",0.1327,7.3111405056
18356,"PA",0.0167,10.3396226415
18357,"PA",0.009,5.6697874494
18360,"PA",2.7379,9.1641502437
18370,"PA",0.0947,8.9069721116
18372,"PA",0.3095,10.6988123515
18466,"PA",1.7609,3.266478776
18610,"PA",0.4973,4.304438832
18041,"PA",0.5341,5.4777276895
18054,"PA",0.4388,6.4612981382
18070,"PA",0.0961,3.756956912
18073,"PA",0.9488,3.9665672913
18074,"PA",0.5877,4.8652833781
18076,"PA",0.3006,2.5160714286
18915,"PA",0.0738,1.8341942149
18936,"PA",0.0053,4.6889534884
18964,"PA",1.3819,3.1131170018
18969,"PA",1.514,4.3028473091
19001,"PA",1.7365,4.1462438424
19002,"PA",3.3187,2.6424698179
19003,"PA",1.2826,2.7809080963
19004,"PA",0.955,6.0564453125
19006,"PA",2.1465,4.1526526527
19009,"PA",0.1026,5.2552931596
19012,"PA",0.6894,4.1243917275
19025,"PA",0.5379,4.0188746439
19027,"PA",1.9507,3.7291214751
19031,"PA",0.4791,2.6967213115
19034,"PA",0.5908,4.3405290102
19035,"PA",0.3799,8.5253067485
19038,"PA",3.0974,4.189181916
19040,"PA",2.0142,2.2133142448
19041,"PA",0.6062,4.217377261
19044,"PA",1.6178,2.018102537
19046,"PA",1.7187,4.3671875
19066,"PA",0.614,3.145123839
19072,"PA",0.9112,7.006029987
19075,"PA",0.7541,2.8600285171
19090,"PA",1.9342,3.4099920698
19095,"PA",0.7847,4.3957489879
19096,"PA",1.4,3.717064951
19401,"PA",4.2003,3.4888562543
19403,"PA",4.5307,4.0768157662
19405,"PA",0.5445,5.0568181818
19406,"PA",2.333,5.1615262201
19422,"PA",1.8704,2.4027683997
19426,"PA",4.0083,3.9058086489
19428,"PA",1.6243,6.1497833153
19435,"PA",0.01,2.5061141304
19436,"PA",0.0599,3.040625
19437,"PA",0.0552,3.4554263566
19438,"PA",2.4677,3.7664223153
19440,"PA",1.8366,2.4359664024
19444,"PA",1.0796,4.7562941696
19446,"PA",5.491,2.4772791753
19453,"PA",0.1275,6.3083333333
19454,"PA",2.9171,2.4707681018
19456,"PA",0.081,2.3025
19462,"PA",1.4928,4.0328614762
19464,"PA",4.5815,4.7438384679
19468,"PA",2.5694,3.3040661878
19472,"PA",0.0036,3.0125
19473,"PA",1.6339,5.1225911906
19474,"PA",0.0465,3.2727272727
19477,"PA",0.0103,2.3
19492,"PA",0.0549,4.4435483871
19525,"PA",1.5169,2.8151120342
17821,"PA",1.8518,8.3118622449
17884,"PA",0.022,2.5153688525
18013,"PA",1.8241,7.1989192147
18014,"PA",1.1592,6.5737175467
18015,"PA",3.2025,8.0002698724
18017,"PA",3.7229,2.6094522508
18020,"PA",2.0586,2.9553786058
18035,"PA",0.012,6.7088414634
18038,"PA",0.2506,8.1426236045
18040,"PA",1.6268,5.379704797
18042,"PA",4.1903,10.3180671869
18045,"PA",2.6059,3.2577894019
18055,"PA",1.2563,8.8070369279
18063,"PA",0.0589,8.6649816176
18064,"PA",2.4577,5.0447295234
18067,"PA",1.866,6.3424526735
18072,"PA",0.6565,7.9791032383
18083,"PA",0.0481,3.2804054054
18085,"PA",0.0995,3.0096982759
18086,"PA",0.0398,7.7354910714
18088,"PA",0.8199,8.2189961678
18091,"PA",0.5715,6.2516828218
18343,"PA",0.3832,7.2427797012
18351,"PA",0.0523,5.2372685185
17017,"PA",0.1759,8.8722374543
17730,"PA",0.0267,1.3601190476
17749,"PA",0.0302,3.33
17772,"PA",0.2518,6.0957580555
17777,"PA",0.723,4.2997919144
17801,"PA",1.6288,9.435310192
17823,"PA",0.1281,13.9115962557
17824,"PA",0.3712,11.4245173899
17830,"PA",0.2092,10.7346021423
17832,"PA",0.0651,6.4731182796
17834,"PA",0.3739,9.1941598361
17836,"PA",0.0212,6.9725515464
17840,"PA",0.0429,11.5873931624
17847,"PA",1.2018,4.7737337662
17850,"PA",0.0623,0.6483333333
17851,"PA",0.7627,11.6062534588
17857,"PA",0.7502,7.9917961377
17860,"PA",0.2467,11.1021441097
17865,"PA",0.0117,1.3785714286
17866,"PA",1.0484,14.8559065703
17867,"PA",0.0138,8.2738515901
17868,"PA",0.1242,2.6269946809
17872,"PA",0.9718,16.6461472956
17881,"PA",0.1467,20.8505555556
17006,"PA",0.1041,15.1196030737
17020,"PA",0.9105,10.8967256927
17024,"PA",0.2015,9.8887131512
17037,"PA",0.0886,12.1888549553
17040,"PA",0.2367,13.6802052476
17045,"PA",0.3177,10.6540700809
17047,"PA",0.2635,10.0568004049
17053,"PA",0.4915,13.0008694687
17062,"PA",0.4034,11.6240076297
17068,"PA",0.4489,10.3789309169
17069,"PA",0.0105,5.1785714286
17071,"PA",0.0142,16.600814664
17074,"PA",0.7279,9.9946997909
17090,"PA",0.5511,10.8863735647
19102,"PA",0.4354,1
19103,"PA",2.3492,1.6870967742
19104,"PA",5.336,2.1868131868
19106,"PA",1.1474,1.3024611399
19107,"PA",1.2319,0.696
19111,"PA",6.9367,2.0970627208
19114,"PA",3.0952,2.1641941392
19115,"PA",3.2504,3.221825695
19116,"PA",3.322,2.2311058924
19118,"PA",1.0093,6.1901455026
19119,"PA",2.9012,3.8478047182
19120,"PA",7.7645,2.4073492462
19121,"PA",3.2787,2.2682815356
19122,"PA",2.0359,1.3502559727
19123,"PA",1.3342,1.225862069
19124,"PA",6.4015,1.9509275237
19125,"PA",2.256,0.8479623824
19126,"PA",1.5982,2.120754717
19127,"PA",0.6032,8.0405629139
19128,"PA",3.7152,7.1390960621
19129,"PA",1.1287,4.9497206704
19130,"PA",2.6743,2.7041925466
19131,"PA",4.3493,3.6468465046
19132,"PA",3.593,1.8509332024
19133,"PA",2.6247,1.5124584718
19134,"PA",6.3631,1.1221692491
19135,"PA",3.1886,1.3893145161
19136,"PA",3.4873,2.1727799228
19137,"PA",0.7951,1.025203252
19138,"PA",3.424,2.3062810945
19139,"PA",4.2451,1.4482445521
19140,"PA",5.3608,1.4462795549
19141,"PA",3.3591,2.7587412587
